#Features,4
#Standardized
#Mean,255.5,255.5,255.5,323.3354394
#Std,147.9459361,147.9459361,147.9459361,250.9807622
-0.327822455,-0.050694194,-0.226434067,-0.543210716,1
-0.449488521,0.010138839,0.125045679,-0.70656985,1
-0.17236026,-0.604950716,0.226434067,-0.897819568,1
-0.36837781,-0.023657291,-0.199397163,-0.527273239,1
0.246711745,-0.145323356,0.523840006,-0.8420384,1
-0.206156389,-0.591432265,0.192637938,-0.758366648,1
-0.442729295,0.010138839,0.158841808,-0.682663635,1
-0.260230196,-0.010138839,0.219674841,-0.774304125,1
-0.300785552,-0.016898065,0.219674841,-0.742429172,1
0.118286453,-0.226434067,0.490043876,-0.786257232,1
-0.321063229,-0.010138839,0.260230196,-0.674694897,1
-0.354859359,-0.043934968,0.185878712,-0.754382279,1
-0.327822455,-0.064212646,0.226434067,-0.694616742,1
-0.199397163,-0.577913813,0.179119486,-0.838054031,1
-0.2872671,-0.050694194,0.260230196,-0.746413541,1
-0.442729295,0.023657291,0.158841808,-0.698601111,1
-0.2872671,-0.043934968,0.273748648,-0.718522957,1
-0.449488521,-0.003379613,0.125045679,-0.738444803,1
-0.341340907,-0.023657291,0.192637938,-0.790241601,1
-0.158841808,0.902356655,-0.192637938,-0.861960246,1
-0.145323356,-0.618469168,0.239952519,-0.869928984,1
-0.381896262,-0.050694194,0.192637938,-0.746413541,1
-0.321063229,0.016898065,0.226434067,-0.682663635,1
-0.17236026,-0.591432265,0.226434067,-1.029303749,1
-0.192637938,-0.604950716,0.212915615,-0.75039791,1
-0.321063229,-0.003379613,0.233193293,-0.65875742,1
-0.138564131,-0.604950716,0.239952519,-0.973522581,1
-0.321063229,0.003379613,0.233193293,-0.662741789,1
0.05745342,-0.564395361,0.415692392,-0.869928984,1
-0.118286453,-0.618469168,0.266989422,-0.754382279,1
-0.327822455,-0.037175742,0.206156389,-0.75039791,1
-0.138564131,-0.618469168,0.233193293,-0.913757044,1
-0.192637938,0.915875107,-0.179119486,-1.033288118,1
-0.294026326,0.003379613,0.246711745,-0.698601111,1
-0.294026326,-0.037175742,0.246711745,-0.734460434,1
-0.273748648,-0.043934968,0.253470971,-0.778288494,1
-0.253470971,-0.030416516,0.246711745,-0.75039791,1
-0.429210843,0.010138839,0.152082582,-0.690632373,1
-0.354859359,-0.05745342,0.206156389,-0.75039791,1
0.070971872,-0.557636135,0.422451618,-0.869928984,1
-0.212915615,-0.577913813,0.152082582,-0.857975876,1
-0.179119486,0.909115881,-0.165601034,-0.973522581,1
-0.118286453,-0.63198762,0.219674841,-0.766335387,1
-0.429210843,-0.003379613,0.138564131,-0.730476064,1
-0.36837781,-0.030416516,0.212915615,-0.674694897,1
0.05745342,-0.571154587,0.395414714,-0.865944615,1
-0.192637938,-0.652265297,-0.381896262,-0.826100923,1
-0.429210843,0.023657291,0.152082582,-0.702585481,1
-0.422451618,0.030416516,0.145323356,-0.730476064,1
-0.429210843,0.037175742,0.138564131,-0.738444803,1
-0.408933166,-0.003379613,0.185878712,-0.682663635,1
-0.294026326,-0.023657291,0.260230196,-0.70656985,1
-0.408933166,0.010138839,0.165601034,-0.698601111,1
-0.165601034,-0.618469168,0.219674841,-0.865944615,1
-0.442729295,0.023657291,0.131804905,-0.714538588,1
-0.422451618,0.016898065,0.158841808,-0.686648004,1
-0.239952519,0.895597429,-0.138564131,-0.897819568,1
-0.354859359,-0.050694194,-0.199397163,-0.563132561,1
-0.40217394,0.030416516,0.165601034,-0.722507326,1
-0.294026326,-0.016898065,0.233193293,-0.742429172,1
-0.266989422,-0.010138839,0.219674841,-0.774304125,1
-0.388655488,0.030416516,0.185878712,-0.714538588,1
-0.375137036,-0.030416516,-0.179119486,-0.52328887,1
-0.395414714,0.003379613,0.185878712,-0.686648004,1
-0.435970069,0.023657291,0.158841808,-0.698601111,1
-0.341340907,0.010138839,0.212915615,-0.702585481,1
-0.118286453,-0.63198762,0.253470971,-0.770319756,1
-0.145323356,-0.557636135,0.226434067,-1.081100547,1
-0.260230196,-0.043934968,0.260230196,-0.790241601,1
-0.381896262,-0.037175742,0.165601034,-0.730476064,1
-0.429210843,-0.043934968,0.138564131,-0.702585481,1
-0.307544778,-0.050694194,0.246711745,-0.710554219,1
-0.408933166,-0.003379613,0.192637938,-0.702585481,1
-0.199397163,-0.584673039,0.17236026,-0.834069662,1
-0.415692392,0.030416516,0.152082582,-0.718522957,1
-0.422451618,-0.023657291,0.17236026,-0.686648004,1
-0.199397163,-0.625228394,0.17236026,-0.865944615,1
-0.456247747,-0.016898065,0.145323356,-0.698601111,1
-0.395414714,-0.037175742,0.17236026,-0.674694897,1
